//ItemIndex   EffectIndex   EffectValue   EffectLevel   ColorR   ColorG   ColorB   ColorSize   ColorMain   ColorSide
//Wings Devil & Angel
1051		32002		  33		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
1051		32002		  34		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
1051		32002		  35		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
1051		32002		  36		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
1051		32002		  37		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
1051		32002		  38		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
//Shield Fire Gren
3132		32002		  1		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  2		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  3		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  4		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  5		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  6		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  7		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  8		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  9		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  10		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  11		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  12		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  13		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  14		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  15		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  16		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  17		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  18		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  19		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  20		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
3132		32002		  21		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
//Sttaf Fire Gren
2613		32002		  1     	    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
2613		32002		  2		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
2613		32002		  3		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
2613		32002		  4		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
2613		32002		  5		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
2613		32002		  6		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
2613		32002		  7		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
2613		32002		  8		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
2613		32002		  9		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
2613		32002		  10		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
2613		32002		  11		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
2613		32002		  12		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
2613		32002		  13		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
2613		32002		  14		    0		 	   0.04     0.94      0.15	    0.7         0.0	   		0.0
//WING Fantasy
6337		32002         1              0             0.5       0.2      0.9      1.6       0.0         0.0
6337		32002         2              0             0.5       0.2      0.9      1.6       0.0         0.0
6337		32002         3              0             0.5       0.2      0.9      1.6       0.0         0.0
6337		32002         4              0             0.5       0.2      0.9      1.6       0.0         0.0
6337		32002         5              0             0.5       0.2      0.9      1.6       0.0         0.0
6337		32002         6              0             0.5       0.2      0.9      1.6       0.0         0.0
6337		32002         7              0             0.5       0.2      0.9      1.6       0.0         0.0
6337		32002         8              0             0.5       0.2      0.9      1.6       0.0         0.0
6337		32002         9              0             0.5       0.2      0.9      1.6       0.0         0.0
6337		32002         10             0             0.5       0.2      0.9      1.6       0.0         0.0
6337		32002         11             0             0.5       0.2      0.9      1.6       0.0         0.0
6337		32002         12             0             0.5       0.2      0.9      1.6       0.0         0.0
//SWORD Fantasy
91		32002         1             0              0.5       0.2      0.9      1.6       0.0         0.0
91		32002         2             0              0.5       0.2      0.9      1.6       0.0         0.0
91		32002         3             0              0.5       0.2      0.9      1.4       0.0         0.0
91		32002         4             0              0.5       0.2      0.9      1.4       0.0         0.0
//SHILD Fantasy
3133		32002         1             0              0.5       0.2      0.9      2.4       0.0         0.0
//MACE Fantasy 
1079		32002         1             0              0.5       0.2      0.9      1.6       0.0         0.0
1079		32002         2             0              0.5       0.2      0.9      1.6       0.0         0.0
//CAPA Fantasy
6338		32002         1             0              0.5       0.2      0.9      1.6       0.0         0.0
6338		32002         2             0              0.5       0.2      0.9      1.6       0.0         0.0
//Wing War of Conqueror
6293	      32380 		7	 		  0 			1.00     0.5     0.0	   0.5		   0.0		   0.0
6293	      32380 		15	 		  0 			1.00     0.5     0.0	   0.5		   0.0		   0.0
6293	      32380 		23	 		  0 			1.00     0.5     0.0	   0.6		   0.0		   0.0
6293	      32380 		24	 		  0 			1.00     0.5     0.0	   0.4		   0.0		   0.0
6293	      32380 		30	 		  0 			1.00     0.5     0.0	   0.5		   0.0		   0.0
6293	      32380 		38	 		  0 			1.00     0.5     0.0	   0.5		   0.0		   0.0
6293	      32380 		46	 		  0 			1.00     0.5     0.0	   0.6		   0.0		   0.0
6293	      32380 		47	 		  0 			1.00     0.5     0.0	   0.7		   0.0		   0.0
6293	      32380 		58	 		  0 			1.00     0.5     0.0	   0.5		   0.0		   0.0
6293	      32380 		51	 		  0 			1.00     0.5     0.0	   0.5		   0.0		   0.0
6293	      32380 		28	 		  0 			1.00     0.5     0.0	   0.7		   0.0		   0.0
6293	      32380 		37	 		  0 			1.00     0.5     0.0	   0.6		   0.0		   0.0
6293	      32380 		42	 		  0 			1.00     0.5     0.0	   0.6		   0.0		   0.0
6293	      32380 		05	 		  0 			1.00     0.5     0.0	   0.7		   0.0		   0.0
6293	      32380 		14	 		  0 			1.00     0.5     0.0	   0.6		   0.0		   0.0
6293	      32380 		19	 		  0 			1.00     0.5     0.0	   0.6		   0.0		   0.0
6293	      32380 		57	 		  0 			1.00     0.5     0.0	   0.7		   0.0		   0.0
6293	      32380 		60	 		  0 			1.00     0.5     0.0	   0.6		   0.0		   0.0
6293	      32380 		61	 		  0 			1.00     0.5     0.0	   0.6		   0.0		   0.0
6293	      32380 		50	 		  0 			1.00     0.5     0.0	   0.7		   0.0		   0.0
6293	      32380 		53	 		  0 			1.00     0.5     0.0	   0.6		   0.0		   0.0
6293	      32380 		54	 		  0 			1.00     0.5     0.0	   0.6		   0.0		   0.0
//Wing Eternal [Rose]
6383         32002         4        0      2.55     0.51     1.53     1.5         0.0      0.0
6383         32002         5        0      2.55     0.51     1.53     1.5         0.0      0.0
6383         32002         6        0      2.55     0.51     1.53     1.8         0.0      0.0
6383         32002         7        0      2.55     0.51     1.53     1.5         0.0      0.0
6383         32002         8        0      2.55     2.55     2.55     1.2         0.0      0.0
6383         32002         9        0      2.55     0.51     1.53     1.5         0.0      0.0
6383         32002         11        0      2.55     0.51     1.53     2.0         0.0      0.0
6383         32002         12        0      2.55     0.51     1.53     2.0         0.0      0.0
6383         32002         13        0      2.55     0.51     1.53     2.0         0.0      0.0
6383         32002         14        0      2.55     0.51     1.53     2.0         0.0      0.0
6383         32002         15        0      2.55     2.55     2.55     1.8         0.0      0.0
6383         32002         35        0      2.55     2.55     2.55     1.2         0.0      0.0
//6383         32002         37        0      2.55     0.51     1.53     0.8         0.0      0.0
6383         32002         38        0      2.55     0.51     1.53     0.8         0.0      0.0
6383         32002         43        0      2.55     0.51     1.53     0.8         0.0      0.0

6383         32002         20        0      2.55     0.51     1.53     1.5         0.0      0.0
6383         32002         21        0      2.55     0.51     1.53     1.5         0.0      0.0
6383         32002         22        0      2.55     0.51     1.53     1.8         0.0      0.0
6383         32002         23        0      2.55     0.51     1.53     1.5         0.0      0.0
6383         32002         24        0      2.55     2.55     2.55     1.2         0.0      0.0
6383         32002         25        0      2.55     0.51     1.53     1.5         0.0      0.0
6383         32002         27        0      2.55     0.51     1.53     1.5         0.0      0.0
6383         32002         28        0      2.55     0.51     1.53     2.0         0.0      0.0
6383         32002         30        0      2.55     0.51     1.53     2.0         0.0      0.0
6383         32002         31        0      2.55     2.55     2.55     1.8         0.0      0.0
6383         32002         32        0      2.55     0.51     1.53     2.0         0.0      0.0
6383         32002         53        0      2.55     2.55     2.55     1.2         0.0      0.0
//6383         32002         55        0      2.55     0.51     1.53     0.8         0.0      0.0
6383         32002         54        0      2.55     0.51     1.53     0.8         0.0      0.0
6383         32002         49        0      2.55     0.51     1.53     0.8         0.0      0.0
//Lança Steel 2.0
1082           32002           1           0             0.86	     0.74   0.41    0.5          0.0         0.0
1082           32002           2           0             0.86	     0.74   0.41    0.5          0.0         0.0
//Mace Steel 2.0
1081           32002           1           0             0.86	     0.74   0.41    0.5          0.0         0.0
1081           32002           2           0             0.86	     0.74   0.41    0.5          0.0         0.0
1081           32002           3           0             0.86	     0.74   0.41    0.5          0.0         0.0
1081           32002           4           0             0.86	     0.74   0.41    0.5          0.0         0.0
1081           32002           5           0             0.86	     0.74   0.41    0.5          0.0         0.0
1081           32002           6           0             0.86	     0.74   0.41    0.5          0.0         0.0
1081           32002           7           0             0.86	     0.74   0.41    0.5          0.0         0.0
1081           32002           8           0             0.86	     0.74   0.41    0.5          0.0         0.0
1081           32002           9           0             0.86	     0.74   0.41    0.5          0.0         0.0
1081           32002           10          0             0.86	     0.74   0.41    0.5          0.0         0.0
//Capa Of BoodRed 2022
6382           32002           1           0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           2           0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           3           0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           4           0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           5           0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           6           0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           7           0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           8           0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           9           0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           10          0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           11          0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           12          0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           13          0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           14          0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           15          0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           16          0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           17          0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           18          0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           19          0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           20          0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           21          0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           22          0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           23          0             0.23		0.01	 0.09      1.0          0.0         0.0
6382           32002           24          0             0.23		0.01	 0.09      1.0          0.0         0.0
//Capa Of BoodRed 2022
6381           32002           1           0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           2           0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           3           0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           4           0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           5           0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           6           0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           7           0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           8           0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           9           0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           10          0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           11          0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           12          0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           13          0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           14          0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           15          0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           16          0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           17          0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           18          0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           19          0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           20          0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           21          0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           22          0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           23          0             0.23		0.01	 0.09      1.0          0.0         0.0
6381           32002           24          0             0.23		0.01	 0.09      1.0          0.0         0.0
//Wing Blue White
6384           32003           1           0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           2           0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           3           0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           4           0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           5           0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           6           0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           7           0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           8           0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           9           0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           10          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           11          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           12          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           13          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           14          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           15          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           16          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           17          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           18          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           19          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           20          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           21          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           22          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           23          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           24          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           25          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           26          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           27          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           28          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           29          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           30          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           31          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           32          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           33          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           34          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           35          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           36          0             0.01		0.55	 0.84      0.5          0.0         0.0
6384           32003           37          0             0.01		0.55	 0.84      0.5          0.0         0.0
//Sword Of Blue White
94           32003           1           0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           2           0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           3           0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           4           0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           5           0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           6           0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           7           0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           8           0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           9           0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           10          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           11          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           12          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           13          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           14          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           15          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           16          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           17          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           18          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           19          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           20          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           21          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           22          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           23          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           24          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           25          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           26          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           27          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           28          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           29          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           30          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           31          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           32          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           33          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           34          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           35          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           36          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           37          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           38          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           39          0             0.01		0.55	 0.84      0.5          0.0         0.0
94           32003           40          0             0.01		0.55	 0.84      0.5          0.0         0.0
//Staff Of Blue White
2632           32003           1           0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           2           0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           3           0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           4           0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           5           0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           6           0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           7           0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           8           0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           9           0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           10          0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           11          0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           12          0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           13          0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           14          0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           15          0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           16          0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           17          0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           18          0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           19          0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           20          0             0.01		0.55	 0.84      0.5          0.0         0.0
2632           32003           21          0             0.01		0.55	 0.84      0.5          0.0         0.0
//Shield Of Blue White
3136           32003           1           0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           2           0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           3           0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           4           0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           5           0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           6           0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           7           0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           8           0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           9           0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           10          0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           11          0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           12          0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           13          0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           14          0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           15          0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           16          0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           17          0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           18          0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           19          0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           20          0             0.01		0.55	 0.84      0.5          0.0         0.0
3136           32003           21          0             0.01		0.55	 0.84      0.5          0.0         0.0
//Mace Of Blue White
1084           32003           1           0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           2           0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           3           0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           4           0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           5           0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           6           0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           7           0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           8           0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           9           0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           10          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           11          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           12          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           13          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           14          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           15          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           16          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           17          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           18          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           19          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           20          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           21          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           22          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           23          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           24          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           25          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           26          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           27          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           28          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           29          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           30          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           31          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           32          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           33          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           34          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           35          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           36          0             0.01		0.55	 0.84      0.5          0.0         0.0
1084           32003           37          0             0.01		0.55	 0.84      0.5          0.0         0.0
//Axe Of Blue White
526           32003           1           0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           2           0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           3           0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           4           0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           5           0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           6           0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           7           0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           8           0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           9           0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           10          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           11          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           12          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           13          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           14          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           15          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           16          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           17          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           18          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           19          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           20          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           21          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           22          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           23          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           24          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           25          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           26          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           27          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           28          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           29          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           30          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           31          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           32          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           33          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           34          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           35          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           36          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           37          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           38          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           39          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           40          0             0.01		0.55	 0.84      0.5          0.0         0.0
526           32003           41          0             0.01		0.55	 0.84      0.5          0.0         0.0
//Bow Blue Of White
2107           32003           1           0             0.01		0.55	 0.84      0.5          0.0         0.0
2107           32003           2           0             0.01		0.55	 0.84      0.5          0.0         0.0
2107           32003           3           0             0.01		0.55	 0.84      0.5          0.0         0.0
2107           32003           4           0             0.01		0.55	 0.84      0.5          0.0         0.0
2107           32003           5           0             0.01		0.55	 0.84      0.5          0.0         0.0
2107           32003           6           0             0.01		0.55	 0.84      0.5          0.0         0.0
2107           32003           7           0             0.01		0.55	 0.84      0.5          0.0         0.0
2107           32003           8           0             0.01		0.55	 0.84      0.5          0.0         0.0
2107           32003           9           0             0.01		0.55	 0.84      0.5          0.0         0.0
2107           32003           10          0             0.01		0.55	 0.84      0.5          0.0         0.0
