//=======================================================================================================

//========================================================================================================

//=================================
// //Categoria Sword//
//=================================
0
// [01]  [02]   [03]    [04]    [05]     [06]         [07]         [08]       [NOME]                               [09]    [10]        [11]        [12]          [13]         [14]              [15]              [16]       [17]          [18]           [19]        [20]          [21]            [22]   [SM]    [BK]    [ELF]  [MG]    [DL]    [SU]    [RF]
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   DamageMin   DamageMax   AttackSpeed   Durability   MagicDurability   MagicDamageRate   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   None   DW      DK      FE      MG      DL      SU      RF
151      4      0       2       2        1            1            0          "Pants Of Gold [RL]"                 120     124       0              100          300        44            14             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
152      4      0       2       2        1            1            0          "Pants Of Gold 2.0"                  120     133       0              100          300        36            80             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
153      4      0       2       2        1            1            0          "Pants Of Elf"                       120     122       0              100          300        36            12             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
154      4      0       2       2        1            1            0          "Pants Of Dialmond [RL]"             120     136       0              100          300        136           56             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
155      4      0       2       2        1            1            0          "Pants Blood Vampire"                120     124       0              100          300        61            16             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
156      4      0       2       2        1            1            0          "Pants Of Steel 2.0 [M]"             120     131       0              100          300        76            0              0           0             0               1	  1	  1	  1	  1	  1	  1	  1
158      4      0       2       2        1            1            0          "Bloodangel Elf Pants (B)"           150     31        0              100          200        13            27             150         0             0               1	  1	  1	  1	  1	  1	  1	  1
159      4      0       2       2        1            1            0          "Darkangel Elf Pants (B)"            150     44        0              100          250        13            27             150         0             0               1	  1	  1	  1	  1	  1	  1	  1
160      4      0       2       2        1            1            0          "Holyangel Elf Pants (B)"            150     63        0              100          300        13            27             150         0             0               1	  1	  1	  1	  1	  1	  1	  1
161      4      0       2       2        1            1            0          "Bloodangel Magic Pants (B)"         150     57        0              100          200        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
162      4      0       2       2        1            1            0          "Darkangel Magic Pants (B)"          150     82        0              100          250        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
163      4      0       2       2        1            1            0          "Holyangel Magic Pants (B)"          150     132       0              100          300        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
164      4      0       2       2        1            1            0          "Pants Of Steel 2.0 [F]"             130     240       0              100          380        157           45             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
165      4      0       2       2        1            1            0          "Pants Of Horus [M]"                 130     214       0              100          380        44            14             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
166      4      0       2       2        1            1            0          "Pants Of Isis [F]"                  130     225       0              100          380        36            80             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
167      4      0       2       2        1            1            0          "Pants Of Zeus"                      130     214       0              100          380        36            12             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
168      4      0       2       2        1            1            0          "Pants Of Holy [M]"                  130     226       0              100          380        136           56             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
169      4      0       2       2        1            1            0          "Pants Of Holy [F]"                  130     214       0              100          380        61            16             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
170      4      0       2       2        1            1            0          "Pants Light Hawk [M]"               130     221       0              100          380        76            0              0           0             0               1	  1	  1	  1	  1	  1	  1	  1
171      4      0       2       2        1            1            0          "Pants Light Hawk [F]"               90      221       0              100          380        76            0              0           0             0               1	  1	  1	  1	  1	  1	  1	  1
172      4      0       2       2        1            1            0          "Blue Eye Elf Pants (B)"             130     149       0              100          380        13            27             150         0             0               1	  1	  1	  1	  1	  1	  1	  1
173      4      0       2       2        1            1            0          "Pants GrandSoul Rosa"               130     222       0              100          380        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
174      4      0       2       2        1            1            0          "Pants Of BloodRed-2022 [F]"         12      149       0              100          380        13            27             150         0             0               1	  1	  1	  1	  1	  1	  1	  1
175      4      0       2       2        1            1            0          "Pants Of Blue White [F]"            12      222       0              100          380        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
176      4      0       2       2        1            1            0          "Pants Of Black Gold [M]"            3       222       0              100          380        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
177      4      0       2       2        1            1            0          "Pants Red Fire [M]"                 3       222       0              100          380        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
178      4      0       2       2        1            1            0          "Pants Ligh Blue [M]"                3       222       0              100          380        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
179      4      0       2       2        1            1            0          "Pants Of Black Gold [F]"            3       222       0              100          380        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
180      4      0       2       2        1            1            0          "Pants Red Fire [F]"                 3       222       0              100          380        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
181      4      0       2       2        1            1            0          "Pants Ligh Blue [F]"                3       222       0              100          380        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
182      4      0       2       2        1            1            0          "Pants Of Rabbit Lunar [RL]"         3       222       0              100          380        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
183      4      0       2       2        1            1            0          "Pants BlackRabbit Lunar"            3       222       0              100          380        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
184      4      0       2       2        1            1            0          "Pants Of War 2.0 [M][RL]"           3       222       0              100          380        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
185      4      0       2       2        1            1            0          "Pants Of War 2.0 [F][RL]"           3       222       0              100          380        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
186      4      0       2       2        1            1            0          "Pants Of Abaddon [M]"               3       222       0              100          380        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
187      4      0       2       2        1            1            0          "Pants Of Abaddon [F]"               3       222       0              100          380        33            30             153         0             0               1	  1	  1	  1	  1	  1	  1	  1
189      4      0       2       2        1            1            0          "Pants Of Zeus 1.0 [M]"              130     285       0              100          380        157           45             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
190      4      0       2       2        1            1            0          "Pants Of Zeus 1.0 [F]"              130     259       0              100          380        44            14             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
191      4      0       2       2        1            1            0          "Pants Fire King 2.0 [M]"            130     270       0              100          380        36            80             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
192      4      0       2       2        1            1            0          "Pants Fire King 2.0 [F]"            130     259       0              100          380        36            12             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
193      4      0       2       2        1            1            0          "Pants Fire Green [M]"               130     271       0              100          380        136           56             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
194      4      0       2       2        1            1            0          "Pants Fire Green [F]"               130     259       0              100          380        61            16             0           0             0               1	  1	  1	  1	  1	  1	  1	  1
195      4      0       2       2        1            1            0          "Pants Of Fantasy"                   12      247       0              100          380        76            0              0           0             0               1	  1	  1	  1	  1	  1	  1	  1
196      4      0       2       2        1            1            0          "Pants Of BloodRed-2022 [M]"         12      247       0              100          380        76            0              0           0             0               1	  1	  1	  1	  1	  1	  1	  1
197      4      0       2       2        1            1            0          "Silverheart Elf Pants (B)"          150     194       0              100          380        13            27             150         0             0               1	  1	  1	  1	  1	  1	  1	  1
198      4      0       2       2        1            1            0          "Pants Of Blue White [M]"            12      247       0              100          380        76            0              0           0             0               1	  1	  1	  1	  1	  1	  1	  1
199      4	0	2	2	 1	      1	           0	      "Pants Of Saron [M]"		   13	   247	     0	            90	         380	    170	          60	         0	     0	           0	           1	  1	  1	  1	  1	  1	  1	  1
200      4	0	2	2	 1	      1	           0	      "Pants Of Saron [F]"		   13	   247	     0	            90	         380	    170	          60	         0	     0	           0	           1	  1	  1	  1	  1	  1	  1	  1
201      4	0	2	2	 1	      1	           0	      "Pants Of Green V2 [M]"		   13	   247	     0	            90	         380	    170	          60	         0	     0	           0	           1	  1	  1	  1	  1	  1	  1	  1
202      4	0	2	2	 1	      1	           0	      "Pants Of Green V2 [F]"		   13	   247	     0	            90	         380	    170	          60	         0	     0	           0	           1	  1	  1	  1	  1	  1	  1	  1
203      4	0	2	2	 1	      1	           0	      "Pants Of Armageddon [RL]"	   13	   247	     0	            90	         380	    170	          60	         0	     0	           0	           1	  1	  1	  1	  1	  1	  1	  1
204      4	0	2	2	 1	      1	           0	      "Pants Of New 2022"		   10	   247	     0	            90	         380	    170	          60	         0	     0	           0	           1	  1	  1	  1	  1	  1	  1	  1
end

//=================================
//  //Categoria //Gloves
//=================================
10
// [01]  [02]   [03]    [04]    [05]     [06]         [07]         [08]       [NOME]                               [09]    [10]      [11]           [12]         [13]       [14]          [15]           [16]        [17]          [18]           [19]   [SM]    [BK]    [ELF]   [MG]    [DL]    [SU]    [RF]
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Defense   AttackSpeed   Durability   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   None   DW      DK      FE      MG      DL      SU      RF
0        5      0       2       2        1            1            1          "Bronze Gloves"                      13      4         4             34           0          80            20             0           0             0               0      0       1       0       1       1       0       0
1        5      0       2       2        1            1            1          "Dragon Gloves"                      52      14        6             68           0          120           30             0           0             0               0      0       1       0       1       0       0       0
2        5      0       2       2        1            1            1          "Pad Gloves"                         3       2         0             28           0          20            0              0           0             0               0      1       0       0       1       0       0       0
3        5      0       2       2        1            1            1          "Legendary Gloves"                   44      11        0             42           0          20            0              0           0             0               0      1       0       0       1       0       0       0
4        5      0       2       2        1            1            1          "Bone Gloves"                        14      5         0             30           0          20            0              0           0             0               0      1       0       0       1       0       0       0
5        5      0       2       2        1            1            1          "Leather Gloves"                     4       2         8             30           0          80            0              0           0             0               0      0       1       0       1       1       0       0
6        5      0       2       2        1            1            1          "Scale Gloves"                       22      7         10            40           0          110           0              0           0             0               0      0       1       0       1       1       0       0
7        5      0       2       2        1            1            1          "Sphinx Gloves"                      28      8         0             36           0          20            0              0           0             0               0      1       0       0       1       0       0       0
8        5      0       2       2        1            1            1          "Brass Gloves"                       32      9         8             44           0          100           30             0           0             0               0      0       1       0       1       0       0       0
9        5      0       2       2        1            1            1          "Plate Gloves"                       42      12        4             50           0          130           0              0           0             0               0      0       1       0       1       0       0       0
10       5      0       2       2        1            1            1          "Vine Gloves"                        4       2         4             22           0          30            60             0           0             0               0      0       0       1       0       0       0       0
11       5      0       2       2        1            1            1          "Silk Gloves"                        14      4         8             26           0          30            70             0           0             0               0      0       0       1       0       0       0       0
12       5      0       2       2        1            1            1          "Wind Gloves"                        26      6         10            32           0          30            80             0           0             0               0      0       0       1       0       0       0       0
13       5      0       2       2        1            1            1          "Spirit Gloves"                      38      9         4             38           0          40            80             0           0             0               0      0       0       1       0       0       0       0
14       5      0       2       2        1            1            1          "Guardian Gloves"                    50      15        6             45           0          40            80             0           0             0               0      0       0       1       0       0       0       0
15       5      0       2       2        1            1            1          "Storm Crow Gloves"                  70      20        6             80           0          150           70             0           0             0               0      0       0       0       1       0       0       0
16       5      0       2       2        1            1            1          "Black Dragon Gloves"                76      22        6             74           0          170           60             0           0             0               0      0       1       0       0       0       0       0
17       5      0       2       2        1            1            1          "Dark Phoenix Gloves"                86      37        6             80           0          205           63             0           0             0               0      0       2       0       0       0       0       0
18       5      0       2       2        1            1            1          "Grand Soul Gloves"                  70      20        5             67           0          49            10             0           0             0               0      2       0       0       0       0       0       0
19       5      0       2       2        1            1            1          "Divine Gloves"                      72      29        6             74           0          50            110            0           0             0               0      0       0       2       0       0       0       0
20       5      0       2       2        1            1            1          "Thunder Hawk Gloves"                88      34        7             82           0          150           70             0           0             0               0      0       0       0       1       0       0       0
21       5      0       2       2        1            1            1          "Great Dragon Gloves"                94      48        6             86           0          200           58             0           0             0               0      0       2       0       0       0       0       0
22       5      0       2       2        1            1            1          "Dark Soul Gloves"                   87      30        6             75           0          55            18             0           0             0               0      2       0       0       0       0       0       0
23       5      0       2       2        1            1            1          "Hurricane Gloves"                   102     45        7             90           0          162           66             0           0             0               0      0       0       0       1       0       0       0
24       5      0       2       2        1            1            1          "Red Spirit Gloves"                  84      38        6             80           0          52            115            0           0             0               0      0       0       2       0       0       0       0
25       5      0       2       2        1            1            1          "Light Plate Gloves"                 42      12        7             42           0          70            20             0           0             0               0      0       0       0       0       1       0       0
26       5      0       2       2        1            1            1          "Adamantine Gloves"                  57      18        6             56           0          77            21             0           0             0               0      0       0       0       0       1       0       0
27       5      0       2       2        1            1            1          "Dark Steel Gloves"                  75      21        5             70           0          84            22             0           0             0               0      0       0       0       0       1       0       0
28       5      0       2       2        1            1            1          "Dark Master Gloves"                 89      29        4             78           0          80            21             0           0             0               0      0       0       0       0       1       0       0
29       5      0       2       2        1            1            1          "Dragon Knight Gloves"               114     60        7             90           380        170           60             0           0             0               0      0       2       0       0       0       0       0
30       5      0       2       2        1            1            1          "Venom Mist Gloves"                  111     44        7             86           380        44            15             0           0             0               0      2       0       0       0       0       0       0
31       5      0       2       2        1            1            1          "Sylphid Ray Gloves"                 111     50        7             86           380        38            80             0           0             0               0      0       0       2       0       0       0       0
32       5      0       2       2        1            1            1          "Volcano Gloves"                     127     55        7             95           380        145           60             0           0             0               0      0       0       0       1       0       0       0
33       5      0       2       2        1            1            1          "Sunlight Gloves"                    110     40        5             82           380        62            16             0           0             0               0      0       0       0       0       1       0       0
34       5      0       2       2        1            1            1          "Ashcrow Gloves"                     61      18        6             72           0          160           50             0           0             0               0      0       1       0       0       0       0       0
35       5      0       2       2        1            1            1          "Eclipse Gloves"                     61      15        6             54           0          53            12             0           0             0               0      1       0       0       0       0       0       0
36       5      0       2       2        1            1            1          "Iris Gloves"                        61      22        6             59           0          50            70             0           0             0               0      0       0       1       0       0       0       0
37       5      0       2       2        1            1            1          "Valiant Gloves"                     91      27        7             81           0          155           50             0           0             0               0      0       0       0       1       0       0       0
38       5      0       2       2        1            1            1          "Glorious Gloves"                    91      25        5             74           0          80            21             0           0             0               0      0       0       0       0       1       0       0
39       5      0       2       2        1            1            1          "Violent Wind Gloves"                24      9         6             36           0          22            0              0           0             0               0      0       0       0       0       0       1       0
40       5      0       2       2        1            1            1          "Red Wing Gloves"                    44      13        8             42           0          18            4              0           0             0               0      0       0       0       0       0       1       0
41       5      0       2       2        1            1            1          "Ancient Gloves"                     61      19        7             54           0          52            16             0           0             0               0      0       0       0       0       0       1       0
42       5      0       2       2        1            1            1          "Demonic Gloves"                     70      26        6             67           0          50            10             0           0             0               0      0       0       0       0       0       2       0
43       5      0       2       2        1            1            1          "Storm Blitz Gloves"                 87      34        6             75           380        56            20             0           0             0               0      0       0       0       0       0       2       0
45       5      0       2       2        1            1            1          "Titan  Gloves"                      100     56        7             86           380        222           32             0           0             0               0      0       1       0       0       0       0       0
46       5      0       2       2        1            1            1          "Brave Gloves"                       97      42        7             86           380        74            162            0           0             0               0      0       1       0       0       0       0       0
47       5      0       2       2        1            1            1          "Phantom  Gloves"                    101     49        7             86           380        212           57             0           0             0               0      0       0       0       1       0       0       0
48       5      0       2       2        1            1            1          "Destroy Gloves"                     99      40        7             86           380        62            19             165         0             0               0      0       0       0       1       0       0       0
49       5      0       2       2        1            1            1          "Seraphim Gloves"                    100     43        7             86           380        55            197            0           0             0               0      0       0       1       0       0       0       0
50       5      0       2       2        1            1            1          "Divine Gloves"                      95      36        7             86           380        32            29             138         0             0               0      0       0       1       0       0       0       0
51       5      0       2       2        1            1            1          "Royal Gloves"                       101     34        7             86           380        105           38             0           0             0               0      0       0       0       0       1       0       0
52       5      0       2       2        1            1            1          "Hades Gloves"                       100     31        7             86           380        60            15             181         0             0               0      1       0       0       0       0       0       0
62       5      0       2       2        0            0            0          "Lucky Scale Gloves"                 22      10        10            255          1          0             0              0           0             0               0      0       1       0       0       1       0       1
63       5      0       2       2        0            0            0          "Lucky Silk Gloves"                  14      6         8             255          1          0             0              0           0             0               0      0       0       1       0       0       0       0
64       5      0       2       2        0            0            0          "Lucky Sphinx Gloves"                28      12        0             255          1          0             0              0           0             0               0      1       0       0       1       0       0       0
65       5      0       2       2        0            0            0          "Lucky Violent Wind Gloves"          24      13        6             255          1          0             0              0           0             0               0      0       0       0       0       0       1       0
66       5      0       2       2        0            0            0          "Lucky Dark Soul Gloves"             57      20        6             255          150        0             0              0           0             0               0      0       0       0       0       1       0       0
67       5      0       2       2        0            0            0          "Lucky Dragon Gloves"                52      19        6             255          150        0             0              0           0             0               0      0       1       0       0       0       0       0
68       5      0       2       2        0            0            0          "Lucky Guardian Gloves"              50      20        6             255          150        0             0              0           0             0               0      0       0       1       0       0       0       0
69       5      0       2       2        0            0            0          "Lucky Legendary Gloves"             44      16        0             255          150        0             0              0           0             0               0      1       0       0       0       0       0       0
70       5      0       2       2        0            0            0          "Lucky Red Wing Gloves"              44      18        8             255          150        0             0              0           0             0               0      0       0       0       0       0       1       0
71       5      0       2       2        0            0            0          "Lucky Atlans Gloves"                70      25        6             255          150        0             0              0           0             0               0      0       0       0       1       0       0       0
//----BY:Zeus Revolutions Team Itens Novos 97D+2.0-----
98       5	0	2	2	 1	      1	           0	      "Especial 01 Gloves"	           120	   247	     7	           90	        380	   170	         60	        0	    0	          0	          1	 1	 1	 1	 1	 1	 1	 1
99       5	0	2	2	 1	      1	           0	      "Especial 02 Gloves [E]"	       	   120	   247	     7	           90	        380	   170	         60	        0	    0	          0	          1	 1	 1	 1	 1	 1	 1	 1
100      5      0       2       2        1            1            0          "Especial 03 Gloves [E]"             120     48        6             100          200        31            68             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
101      5      0       2       2        1            1            0          "Especial 04 Gloves [E]"             120     36        8             100          200        25            5              0           0             0               1	 1	 1	 1	 1	 1	 1	 1
102      5      0       2       2        1            1            0          "Especial 05 Gloves [E]"             120     55        7             100          200        115           47             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
103      5      0       2       2        1            1            0          "Especial 06 Gloves [E]"             120     39        5             100          200        50            13             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
104      5      0       2       2        1            1            0          "Especial 07 Gloves [E]"             120     39        5             100          200        50            13             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
106      5      0       2       2        1            1            0          "Especial 08 Gloves [E]"             120     178       6             100          350        131           38             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
107      5      0       2       2        1            1            0          "Especial 01-X Gloves [Ex]"          120     159       6             100          350        33            11             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
108      5      0       2       2        1            1            0          "Especial 02-X Gloves [Ex]"          120     170       6             100          350        31            68             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
109      5      0       2       2        1            1            0          "Gloves Of Dark Raven"               120     158       8             100          350        25            5              0           0             0               1	 1	 1	 1	 1	 1	 1	 1
110      5      0       2       2        1            1            0          "Gloves Of Cup"                      120     175       7             100          350        115           47             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
111      5      0       2       2        1            1            0          "Gloves Of War [RL]"                 120     159       5             100          350        50            13             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
112      5      0       2       2        1            1            0          "Gloves Of Love Black [RL]"          120     159       5             100          350        50            13             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
114      5      0       2       2        1            1            0          "Gloves Of Majestick 2.0"            120     93        7             100          350        12            25             148         0             0               1	 1	 1	 1	 1	 1	 1	 1
115      5      0       2       2        1            1            0          "Gloves Dark Pirate [F]"             120     172       7             100          350        30            27             151         0             0               1	 1	 1	 1	 1	 1	 1	 1
138      5      0       2       2        1            1            0          "Gloves Love 2.0 [M]"                120     83        6             100          250        131           38             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
139      5      0       2       2        1            1            0          "Gloves Love 2.0 [F]"                120     65        6             100          250        33            11             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
140      5      0       2       2        1            1            0          "Gloves Dark Pirate [M]"             10      73        6             100          250        31            68             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
141      5      0       2       2        1            1            0          "Gloves Of Apocalipse 2.0"           10      61        8             100          250        25            5              0           0             0               1	 1	 1	 1	 1	 1	 1	 1
142      5      0       2       2        1            1            0          "Darkangel Magic Gloves (A)"         120     80        7             100          250        115           47             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
143      5      0       2       2        1            1            0          "Gloves Of Natalino [M]"             10      64        5             100          250        50            13             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
144      5      0       2       2        1            1            0          "Gloves Of Natalino [F]"             10      64        5             100          250        50            13             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
145      5      0       2       2        1            1            0          "Gloves Of Marinheiro [M]"           3       217       7             100          380        30            27             151         0             0               1	 1	 1	 1	 1	 1	 1	 1
146      5      0       2       2        1            1            0          "Gloves Of Marinheiro [F]"           3       217       7             100          380        30            27             151         0             0               1	 1	 1	 1	 1	 1	 1	 1
147      5      0       2       2        1            1            0          "Gloves Of Holy v2 [M]"              3       217       7             100          380        30            27             151         0             0               1	 1	 1	 1	 1	 1	 1	 1
148      5      0       2       2        1            1            0          "Gloves Of Holy v2 [F]"              3       217       7             100          380        30            27             151         0             0               1	 1	 1	 1	 1	 1	 1	 1
149      5      0       2       2        1            1            0          "Gloves Rei Do PvP"                  3       217       7             100          380        30            27             151         0             0               1	 1	 1	 1	 1	 1	 1	 1
150      5      0       2       2        1            1            0          "Gloves Of Snow [RL]"                120     133       6             100          300        131           38             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
151      5      0       2       2        1            1            0          "Gloves Of Gold [RL]"                120     115       6             100          300        33            11             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
152      5      0       2       2        1            1            0          "Gloves Of Gold 2.0"                 120     123       6             100          300        31            68             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
153      5      0       2       2        1            1            0          "Gloves Of Elf"                      120     111       8             100          300        25            5              0           0             0               1	 1	 1	 1	 1	 1	 1	 1
154      5      0       2       2        1            1            0          "Gloves Of Dialmond [RL]"            120     130       7             100          300        115           47             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
155      5      0       2       2        1            1            0          "Gloves Blood Vampire"               120     114       5             100          300        50            13             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
156      5      0       2       2        1            1            0          "Gloves Of Steel 2.0 [M]"            120     114       5             100          300        50            13             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
158      5      0       2       2        1            1            0          "Bloodangel Elf Gloves (B)"          150     20        7             100          200        12            25             148         0             0               1	 1	 1	 1	 1	 1	 1	 1
159      5      0       2       2        1            1            0          "Darkangel Elf Gloves (B)"           150     33        7             100          250        12            25             148         0             0               1	 1	 1	 1	 1	 1	 1	 1
160      5      0       2       2        1            1            0          "Holyangel Elf Gloves (B)"           150     52        7             100          300        12            25             148         0             0               1	 1	 1	 1	 1	 1	 1	 1
161      5      0       2       2        1            1            0          "Bloodangel Magic Gloves (B)"        150     52        7             100          200        30            27             151         0             0               1	 1	 1	 1	 1	 1	 1	 1
162      5      0       2       2        1            1            0          "Darkangel Magic Gloves (B)"         150     77        7             100          250        30            27             151         0             0               1	 1	 1	 1	 1	 1	 1	 1
163      5      0       2       2        1            1            0          "Holyangel Magic Gloves (B)"         150     127       7             100          300        30            27             151         0             0               1	 1	 1	 1	 1	 1	 1	 1
164      5      0       2       2        1            1            0          "Gloves Of Steel 2.0 [F]"            130     223       6             100          380        131           38             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
165      5      0       2       2        1            1            0          "Gloves Of Horus [M]"                130     204       6             100          380        33            11             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
166      5      0       2       2        1            1            0          "Gloves Of Isis [F]"                 130     215       6             100          380        31            68             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
167      5      0       2       2        1            1            0          "Gloves Of Zeus"                     130     203       8             100          380        25            5              0           0             0               1	 1	 1	 1	 1	 1	 1	 1
168      5      0       2       2        1            1            0          "Gloves Of Holy [M]"                 130     220       7             100          380        115           47             0           0             0               1	 1	 1	 1	 1	 1	 1	 1
